image_id,caption,humor_score,humor
mcdonalds_switzerland_16,"the only thing i can think of is to buy a, which has no way in getting the job done.",0.9437748789787292,1
mcdonalds_switzerland_1942,the following day is here! the new year's eve will be a great time for everyone to celebrate their happiness and well-being.,0.1559990644454956,0
mcdonalds_switzerland_1988,"for the love of you, i'm here to give it a try.",0.7212426066398621,1
mcdonalds_switzerland_453,the's the same thing with you.,0.3500318229198456,0
mcdonalds_switzerland_242,"' sorry, but i ', m sure you don’ t need to call me.",0.48635533452033997,0
mcdonalds_switzerland_1940,the next thing i remember is that you're going to be a lady.,0.2396128922700882,0
mcdonalds_switzerland_586,"`` i'm sorry, but you need to get a good job soon.",0.48743000626564026,0
mcdonalds_switzerland_478,1.,0.516642153263092,1
mcdonalds_switzerland_1895,"yes, it's a big difference.",0.6991491317749023,1
mcdonalds_switzerland_655,'s been a long time since i /ve had an op with my phone.,0.14478981494903564,0
mcdonalds_switzerland_360,we have a good idea for you! </s> i want to ask the police department of your area.,0.12076468765735626,0
mcdonalds_switzerland_1612,i'm here to talk about the park.,0.3265147805213928,0
mcdonalds_switzerland_646,"yes, that’s the first time i ‘ve ever felt like this.",0.12422226369380951,0
mcdonalds_switzerland_1995,"it's not the best day of your life, but it is! and you are in a good mood.",0.013339323922991753,0
mcdonalds_switzerland_716,"a lot of them's been eating for a long time, but we need to eat more often and keep our blood pressure down.",0.28496018052101135,0
mcdonalds_switzerland_429,this is the best thing i've ever seen in my life.,0.6655314564704895,1
mcdonalds_switzerland_568,"when you see a funny face on your phone, just click the like button.",0.24247144162654877,0
mcdonalds_switzerland_584,"`` i'm not sure if you like it, but we .",0.5024399161338806,1
mcdonalds_switzerland_1962,"in the past 10 years, we have been talking about your parents and kids to make them see what they do when you turn off their phones.",0.3036271929740906,0
mcdonalds_switzerland_725,"in the end, we're going to have a new dog that is perfect for any cat and will keep you happy.",0.36365950107574463,0
mcdonalds_switzerland_203,"i'm not going to say no, i am n’t.",0.6757462620735168,1
mcdonalds_switzerland_902,"m's been here for you! i love the idea of this song, and it makes me want to go out with a group.",0.10691428929567337,0
mcdonalds_switzerland_605,i'm going to have a massage for you.,0.15508878231048584,0
mcdonalds_switzerland_631,"you're not alone, you are! i’m here for the whole year.",0.5876346230506897,1
mcdonalds_switzerland_481,you're right! i just cann't open the window.,0.6494015455245972,1
mcdonalds_switzerland_558,"we're not going to be a good sushi restaurant, but we will make it the best in town! and i hope you like this post.",0.17929698526859283,0
mcdonalds_switzerland_693,you're the only one who can get in and out of your car.,0.4360015094280243,0
mcdonalds_switzerland_736,i just found out that i'm going to get a lot of people for this year.,0.1491517871618271,0
mcdonalds_switzerland_248,"- i'm not saying that, but you should be able to get your phone number and text message from me.",0.3615604043006897,0
mcdonalds_switzerland_598,"and then i said, ""i don't have a gift for you.",0.9353318810462952,1
mcdonalds_switzerland_80,you can 't have it.,0.6465076804161072,1
mcdonalds_switzerland_762,"from the beginning, we're going to be a little bit of fun.",0.6364114284515381,1
mcdonalds_switzerland_31,and we’ re going to do it.,0.6481699347496033,1
mcdonalds_switzerland_841,this is the end of a year.,0.8995704650878906,1
mcdonalds_switzerland_2052,"my favorite's: the first day of summer, when we go to see a party in this park.",0.06453634053468704,0
mcdonalds_switzerland_2014,"a lot of people think that the's a good guy, but they are not.",0.3297188878059387,0
mcdonalds_switzerland_700,"i'm not a liar, but i have been fooled by this.",0.6070100665092468,1
mcdonalds_switzerland_1899,"`` you can't have a good time with the other party if there, because it is so much fun! '' or i can not tell.",0.261221319437027,0
mcdonalds_switzerland_1919,"when you see a person who is interested in buying this, please say `` yes.",0.21914216876029968,0
mcdonalds_switzerland_672,"when you get home from work and see your phone is full of messages, but they are not a single person.",0.8335794806480408,1
mcdonalds_switzerland_629,"the first thing you should do is to take a bite of your coffee, and then continue on the way.",0.20949581265449524,0
mcdonalds_switzerland_13,"if you are looking for a good deal, just look at the iphone 3s and in't have to pay more than €105.",0.42440614104270935,0
mcdonalds_switzerland_1912,"when you’ re eating a curry, the rice … it smells like that! i love this food.",0.02674582414329052,0
mcdonalds_switzerland_1904,the police are here.,0.6993579268455505,1
mcdonalds_switzerland_358,""" hey, i'm here! you can see me.",0.057905107736587524,0
mcdonalds_switzerland_461,"the next day is the night! you’ re going to be there, so get ready for your new car and have a good time.",0.011892828159034252,0
mcdonalds_switzerland_409,"the first day of the festival, we're going to have a cooking competition.",0.7787559628486633,1
mcdonalds_switzerland_402,from the other side... i love this tweet! and it’s so cute.,0.44502899050712585,0
mcdonalds_switzerland_2065,"a) i'm not a big fan of the burger, but it’ s still very good.",0.02873816527426243,0
mcdonalds_switzerland_1888,"the've all been to the end of your last year, and you have n’t got any goal.",0.25892385840415955,0
mcdonalds_switzerland_1985,`` it's your birthday! i am going to throw a party for you tomorrow.,0.15534448623657227,0
mcdonalds_switzerland_566,"and you, i'm here for your wedding.",0.41115280985832214,0
mcdonalds_switzerland_608,"i'm sorry, but i m n be to you for the next month.",0.9601067304611206,1
mcdonalds_switzerland_769,a's the fact that we are here to help you find your way.,0.8640050888061523,1
mcdonalds_switzerland_367,"`` i'm sorry, but it was the car that you were looking for.",0.38784855604171753,0
mcdonalds_switzerland_616,"in 2019, the world was hit by a huge earthquake in japan.",0.15885566174983978,0
