image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4
mcdonalds_switzerland_2069,"i'm so happy to be back in the city! i love this season, and you have a great performance with your girlfriend on stage.",0,1,0.9683194,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_1263,"it's not just about the dogs, it is also a lot of fun for them to learn and play with their favorite toys.",0,1,0.9606636,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_734,i like it.,0,1,0.9760873,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_515,do you want to do this? just say yes! and let’s go.,5,1,0.97584516,0.41847834,0.0020116458307631005,0.0008778090897875348,1.07425453214545e-310,1.07425453214545e-310
mcdonalds_switzerland_401,"how can you not see this? if it was that easy to find the password, would u still be stuck in a dark room for 2 minutes??! get your fingers on my keyboard and type out these letters.",4,1,0.93671185,0.41847834,0.10526315789473682,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_741,"i'm going to be your best friend, and i want you all of the good things in life.",2,1,0.9535259,0.41847834,0.02620856477618888,5.24843931172429e-309,5.24843931172429e-309,5.24843931172429e-309
mcdonalds_switzerland_2052,"♪ ♪ ""i love you, i ♥ mcdonald's! ♫ my mom was a nurse in the army and she took care of me when they were sick.",0,1,0.8825168,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_472,i'm so happy to see you guys.,0,1,0.97537416,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_2010,"it's not a video, but it is n ot know if you like this.",0,1,0.72313976,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_716,♫ ♪ the guy who loves you ♤♥ ♥ '' ✨ 💕💖✩️❤️🙌🎉🥳🍲☺🏽🌟 🎶🦅📸⏰🏻🤘 🤗 😭😍🔥😂👥 👣 🧠 ⠀⠀⠀⠀ 🥇 🍪,0,1,0.8958621,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_1896,"yes!, yes!! the world is coming to you in your kitchen.",0,1,0.93659914,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_398,"so, we're going to be in the news.",0,1,0.97453725,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_768,"m's been to a lot of places, but i have never seen this in my city.",2,1,0.5381864,0.41847834,0.12500000000000003,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_610,♫ i love you ♪.,1,1,0.88536745,0.41847834,0.018143590657882503,2.018541463615545e-309,2.018541463615545e-309,2.018541463615545e-309
mcdonalds_switzerland_1919,this is the best show i've ever seen! this week we are talking about how to make a sandwich that will keep you full for hours.,4,1,0.9774917,0.41847834,0.1153846153846154,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_706,"i love the new "" i'm not a fan of this app, but there are some features that really make me happy.",1,1,0.9310332,0.41847834,0.04545454545454546,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_435,"if you're not, please do n’t be afraid to ask for help.",2,1,0.93220043,0.41847834,0.1533407357715539,2.0471667756573244e-308,2.0471667756573244e-308,2.0471667756573244e-308
mcdonalds_switzerland_2001,"what are you doing? i'm cooking a delicious pasta salad with my sister, and we love it! do u want to join us for lunch tomorrow at the park.",0,1,0.9732636,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_364,this is the 10 most important things you should know about this app.,1,1,0.96540403,0.41847834,0.07692307692307693,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_1898,"i love you, and i'm so excited to share this with all of my friends.",2,1,0.9758213,0.41847834,0.10916410041039759,1.8217363958297824e-308,1.8217363958297824e-308,1.8217363958297824e-308
mcdonalds_switzerland_1918,welcome to the #50daysofinstagram challenge! we hope you enjoy this month of sharing your life with us and all our followers.,3,1,0.94525236,0.41847834,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_349,"the long and short of it, the most important thing is to make sure you get your hands on all kinds of meat.",2,1,0.9152974,0.41847834,0.08695652173913045,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_462,i'm going to show you how easy it is.,0,1,0.9703399,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_362,"com!, i am a good cook and you can enjoy your food.",1,1,0.7740933,0.41847834,0.03936387939508455,1.051050468137224e-308,1.051050468137224e-308,1.051050468137224e-308
mcdonalds_switzerland_443,`` i'm so excited to get my prom! what do you want? we ll send it out tomorrow.,2,1,0.9708801,0.41847834,0.08897082254631197,1.7816998627591863e-308,1.7816998627591863e-308,1.7816998627591863e-308
mcdonalds_switzerland_526,"it's not the ""dog dog,"" it is a giant, fluffy white puppy.",1,1,0.947298,0.41847834,0.0008517308514288603,2.2741968623982e-310,2.2741968623982e-310,2.2741968623982e-310
mcdonalds_switzerland_1495,what do you think about this? i'm not sure what to say but it looks like a nice idea.,0,1,0.97127724,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_22,i have a question for you.,1,1,0.97943497,0.41847834,0.08556951983876535,1.142391010069532e-308,1.142391010069532e-308,1.142391010069532e-308
mcdonalds_switzerland_841,"momo, i 'd like to know if you have any questions about the game.",0,1,0.96800506,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_373,"what do you think? i'm not sure if it s a good idea to put this in the bag, but maybe we can add some other ingredients for an extra flavor.",3,1,0.9785461,0.41847834,0.09677419354838708,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_429,it's not a good thing to have an apple cake for dinner.,0,1,0.9774719,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_433,"a's that, i think this is the best thing to do with a fire in your hands.",2,1,0.8936152,0.41847834,0.08266100266623476,1.563378107280424e-308,1.563378107280424e-308,1.563378107280424e-308
mcdonalds_switzerland_1988,i'm going to take a shot at the most popular app on apple store.,3,1,0.9646204,0.41847834,0.09767014678457508,1.0141753550456513e-308,1.0141753550456513e-308,1.0141753550456513e-308
mcdonalds_switzerland_517,"how to make a good first impression? just say "" thank you for your delicious food and enjoy the rest of it! so, what do u want from us today?? is there anything else on our menu that s perfect with my friend or me? yes please.",2,1,0.7593943,0.41847834,0.042553191489361694,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_1915,it's not my fault.,0,1,0.97392255,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_1941,"i'm not going to tell you what i have done, but we are all getting ready for the next level of mobile gaming.",2,1,0.97188234,0.41847834,0.08695652173913045,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_1132,you're going to be the winner of this quiz! just click on one answer and we will tell you who is right.,2,1,0.957914,0.41847834,0.0909090909090909,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_464,"that was a great choice, and i can not believe it.",0,1,0.9702138,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_516,i can't wait to see you again! i hope your stay with me until the end of this app.,2,1,0.90827006,0.41847834,0.08988838585510894,1.9000788267213607e-308,1.9000788267213607e-308,1.9000788267213607e-308
mcdonalds_switzerland_721,what a i?.,0,1,0.5339483,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_745,"#10 - your favourite food of the day! i love you, my friends.",0,1,0.9677874,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_1900,"the sun is rising in the south, and it will be a long day.",0,1,0.9813985,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_665,"you can get it in the morning, 10:35 am and at night.",2,1,0.7712764,0.41847834,0.10987343836674063,1.4668590927248608e-308,1.4668590927248608e-308,1.4668590927248608e-308
mcdonalds_switzerland_363,it is a great idea to have an online order system.,3,1,0.95361525,0.41847834,0.12033631847999562,9.8177638708909e-309,9.8177638708909e-309,9.8177638708909e-309
mcdonalds_switzerland_242,"you know, the answer to this question is '' yes.",1,1,0.9434432,0.41847834,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_507,"the red and white striped cars are the only ones that have been in a car, but they don't know it.",3,1,0.7420488,0.41847834,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_738,"i love you, i'm so happy to have found this place.",1,1,0.95196205,0.41847834,0.057703310812752893,1.412335412826535e-308,1.412335412826535e-308,1.412335412826535e-308
mcdonalds_switzerland_589,"the game is on! it's a must-play, so you can check out the latest news and reviews of all your favorite games.",3,1,0.96515566,0.41847834,0.12451373403849032,2.031716533983919e-308,2.031716533983919e-308,2.031716533983919e-308
mcdonalds_switzerland_1983,this is a good thing to say when you're not sure if your boyfriend likes what they are saying.,0,1,0.9769932,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_906,"you're in a great mood, aren you? can i help with the rest of your day or will we just watch netflix together tonight??!
the question is: what are some things that make me happy and excited about my life right now.",7,1,0.96073216,0.41847834,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_497,"it's not just about getting the food, but also to make sure that everyone gets their lunch.",2,1,0.9534659,0.41847834,0.08266100266623476,1.563378107280424e-308,1.563378107280424e-308,1.563378107280424e-308
mcdonalds_switzerland_1971,this is a great movie! it has the best soundtrack i have ever heard.,1,1,0.97029513,0.41847834,0.057651267643242084,1.7958965995989704e-308,1.7958965995989704e-308,1.7958965995989704e-308
mcdonalds_switzerland_1953,"if you haven’ t already, please check out the “the hotel manager” video on our channel.",2,1,0.86307967,0.41847834,0.12500000000000003,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_330,"i’ m going to eat a sandwich, but i'm not sure if it will be good.",1,1,0.9768148,0.41847834,0.0625,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_1908,"you know, i have a lot of food to cook and we need some help.",2,1,0.9740959,0.41847834,0.08361187803640749,1.395319530596309e-308,1.395319530596309e-308,1.395319530596309e-308
mcdonalds_switzerland_1964,"yes, you can do it! i'm going to show yun-yung how this recipe is made in just over an hour.",2,1,0.97635853,0.41847834,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_744,"my boyfriend is a good friend, but i don't like him.",2,1,0.97724223,0.41847834,0.1384182521267043,1.6939495889106837e-308,1.6939495889106837e-308,1.6939495889106837e-308
mcdonalds_switzerland_377,i'm not going to do this.,1,1,0.9757135,0.41847834,0.07243303475117972,9.670131127031886e-309,9.670131127031886e-309,9.670131127031886e-309
mcdonalds_switzerland_2020,a couple of the week is a new normal.,0,1,0.32269743,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_570,"this is a really good game, and you can get your money back.",4,1,0.9754454,0.41847834,0.03061248630611029,2.21373889826822e-309,2.21373889826822e-309,2.21373889826822e-309
mcdonalds_switzerland_591,"i'm not sure if this is the best way to get a tan, but i don't mind.",3,1,0.9772512,0.41847834,0.043008145058099835,5.422790292061087e-309,5.422790292061087e-309,5.422790292061087e-309
mcdonalds_switzerland_1922,you can order your meal and pay for it in the app.,1,1,0.97666126,0.41847834,0.04650292881417059,1.2416694149812216e-308,1.2416694149812216e-308,1.2416694149812216e-308
mcdonalds_switzerland_1940,i'm so happy to have this event in my hands! and i hope that the red team will be able to reach a good result.,3,1,0.9657367,0.41847834,0.12000000000000001,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_393,"and you're not going to be mad, are u? this is the best way i can explain it.",2,1,0.96923023,0.41847834,0.08416279204410737,0.04455677225864508,1.6854158559269373e-308,1.6854158559269373e-308
mcdonalds_switzerland_1906,the's all of them who want to be on the top with this competition! we are ready for it.,4,1,0.23896638,0.41847834,0.1997325221087236,0.0527071933342465,2.110993164779763e-308,2.110993164779763e-308
mcdonalds_switzerland_1892,"i love you, and i hope this will be the first time people see a cooking tip that makes your food look so good.",3,1,0.9749214,0.41847834,0.12500000000000003,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_550,"on 10th of september, we will have a day off from work.",3,1,0.9633917,0.41847834,0.09996241358621183,8.89695013215885e-309,8.89695013215885e-309,8.89695013215885e-309
mcdonalds_switzerland_1916,i love this app! it has a lot of features that i didn't expect.,1,1,0.9758463,0.41847834,0.024465632506646105,7.621297505133727e-309,7.621297505133727e-309,7.621297505133727e-309
mcdonalds_switzerland_372,"i'm not sure if you like this or i, but it is a great way to get your kids involved in the game.",6,1,0.97203684,0.41847834,0.2608695652173913,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_695,"the new season is here! the first episode will be on sunday, april 10th at noon.",4,1,0.9392057,0.41847834,0.11372449869611877,1.3495755153097447e-308,1.3495755153097447e-308,1.3495755153097447e-308
mcdonalds_switzerland_585,my first selfie with my phone - and the camera was on auto mode.,5,1,0.8063457,0.41847834,0.10510841176326924,0.028298418551649412,8.18558927632837e-309,8.18558927632837e-309
mcdonalds_switzerland_735,this is the first time i have ever been in a restaurant with my mom and 2 kids.,3,1,0.918354,0.41847834,0.16666666666666669,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_1193,you're the only one who knows how to make a perfect sandwich.,2,1,0.97666615,0.41847834,0.07872775879016912,1.051050468137224e-308,1.051050468137224e-308,1.051050468137224e-308
mcdonalds_switzerland_621,"i'm not a fan of the mcdonald s, but i love this restaurant! and it is so delicious that you can n’t help yourself.",4,1,0.9511755,0.41847834,0.16666666666666669,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_1768,"i love you, i'm going to go on a vacation.",1,1,0.9645158,0.41847834,0.06703200460356394,1.491511611267286e-308,1.491511611267286e-308,1.491511611267286e-308
mcdonalds_switzerland_1749,this is the first time i have used a food-based blog.,3,1,0.97818506,0.41847834,0.14433091131819553,1.1775387717450385e-308,1.1775387717450385e-308,1.1775387717450385e-308
mcdonalds_switzerland_1612,this is a 30-second test.,0,1,0.95779675,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_1891,the top 20% of all the most expensive wine in germany are available for a price lower than that at any other restaurant.,3,1,0.945676,0.41847834,0.08695652173913045,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_633,"my mom said she's been in a lot of different jobs, but i mn't know what it is! can you tell me? have your the most interesting job ever?!
a: my dad was at an ice cream shop when he worked out.",3,1,0.8581522,0.41847834,0.07142857142857141,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_2062,"and now, the first thing i want to say is that this video was made with a lot of people who have no clue what they are talking about.",1,1,0.96932316,0.41847834,0.034482758620689655,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_1965,"i am so happy to see you!... the sandwich is delicious, and i love your new shoes.",0,1,0.974488,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_347,m.,0,1,0.74735385,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_1138,"♫ today's the day of your life ♪ ♪ ✨ it is time to get a new body and look good in front 👍💃👌🤩😊 💖🥳🍲🎤 🎉
** what do you think?* ☺️🌟 🌠☀️🐶🦅 🧐",1,1,0.95659846,0.41847834,0.02941176470588235,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_2004,my best friend is a good singer! so i'm going to sing you some songs for your birthday.,3,1,0.9754961,0.41847834,0.11296826300090841,1.508176373065767e-308,1.508176373065767e-308,1.508176373065767e-308
mcdonalds_switzerland_2077,what a great app! you can get the best information in your life.,0,1,0.9641404,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_722,my new favorite food: '' ice cream with a kick in the butt! 💥 👍👌❤️💕🔥😱🍦🎉🥧🌈️📚🤣🏽♻️🏻⏳🛠🔬🐶🇮🇪 🍰 🖋️🍲 🤔 😅 �,1,1,0.8406514,0.41847834,0.05000000000000001,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_783,the's first question: what do you think of the answer? 👍.,1,1,0.69492966,0.41847834,0.033443585561040205,8.18558927632837e-309,8.18558927632837e-309,8.18558927632837e-309
mcdonalds_switzerland_447,"how about it? how does this look like you love to eat in the winter, even if we're not on a special menu yet.",2,1,0.9378147,0.41847834,0.08333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_1942,you're the one who can make your dreams come true! choose a restaurant that you want to try.,3,1,0.9736704,0.41847834,0.09562557012290547,1.2766437377119805e-308,1.2766437377119805e-308,1.2766437377119805e-308
mcdonalds_switzerland_712,"the winner of the first 30 seconds is:
• 👍️👌👎👏👅🤩🥳🍲 🥤🎉🧘🏽♪💫 🎈📸 💰🌟 🌞 🔥 🍷 🤣 😱 😂🙂 📺 🦄 🐶🐾 �",0,1,0.8970143,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_251,let's say it again! let me show you how to do this.,0,1,0.9735257,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_366,"you're right! i love the chicken wings, but they are too spicy for me.",1,1,0.9771136,0.41847834,0.04997660981250929,1.556823072428848e-308,1.556823072428848e-308,1.556823072428848e-308
mcdonalds_switzerland_432,"the top 10 most popular foods in the world are: pizza, tacos and french fries.",2,1,0.9719498,0.41847834,0.06236713233544119,2.081572136844798e-308,2.081572136844798e-308,2.081572136844798e-308
mcdonalds_switzerland_417,"and i'm not going to tell you, but the most important thing in life is that your love for a man.",1,1,0.9539541,0.41847834,0.047619047619047616,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_19,"i'm going to be a good friend of your family, so i will give you the best service and make sure that all is in my hands.",2,1,0.96335876,0.41847834,0.07407407407407407,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_422,i have a question for you.,0,1,0.97943497,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_1947,the first step is to put the button on your phone and start a conversation.,2,1,0.97873414,0.41847834,0.12473426467088237,2.081572136844798e-308,2.081572136844798e-308,2.081572136844798e-308
mcdonalds_switzerland_859,do you like it? do u want to go on a tour of the beach or is there something else i'm not sure about yet.,2,1,0.97241807,0.41847834,0.07999999999999999,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_864,i'm going to show you how it works.,0,1,0.9699102,0.41847834,0.0,0.0,0.0,0.0
mcdonalds_switzerland_1170,"the latest news from the world of # nintendo, which has been a lot more active in recent years is now available on your mobile phone.",3,1,0.9389896,0.41847834,0.07692307692307693,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_2012,"i'm not sure if you like this, but i think it is the best video on a topic that has never been done before.",1,1,0.9686743,0.41847834,0.041666666666666664,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_52,what a day? what is this for?! i have to say that it’ s the most beautiful and amazing meal of my life.,2,1,0.9659326,0.41847834,0.08695652173913045,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_1888,"how do you like it? how about a big bonbon with some ice cream on top?? and what is your opinion of the question! if so, please share this photo in comment.",1,1,0.76482666,0.41847834,0.03125,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_725,"the most amazing and the best, is in this video! it's a great way to start your day.",3,1,0.86647815,0.41847834,0.16666666666666669,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_830,"it's a new challenge, isn’t it? if you want to try this one and see how many points i can get with just the first bite of your pizza.",5,1,0.9752372,0.41847834,0.1724137931034483,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
mcdonalds_switzerland_818,i'm going to be in a very good place.,1,1,0.9733478,0.41847834,0.02620856477618888,5.24843931172429e-309,5.24843931172429e-309,5.24843931172429e-309
