image_id,caption,fluency,diversity
sonicdrivein_1594,"sonic is the goat, just ask a goat.",0.71222556,0.5180938
sonicdrivein_103,smart choice. yeah. yeah. 🛼,0.9111009,0.5180938
sonicdrivein_1921,leave the big guy the treat he really wants.,0.97019124,0.5180938
sonicdrivein_2115,"see you tomorrow. bfast, lunch, dinner, snacks!",0.82118046,0.5180938
sonicdrivein_333,not me getting my content in at the drive-in,0.50400084,0.5180938
sonicdrivein_964,sonic as your meal prep solve? yes pls. 🪄,0.08245805,0.5180938
sonicdrivein_789,our mozz stick lovers: we see you. 👀❤️ #nationalcheeseloversday,0.8008718,0.5180938
sonicdrivein_1502,"you: “mom, can we go to sonic?”",0.8735439,0.5180938
sonicdrivein_37,"come for the content, stayed for the fries",0.63775665,0.5180938
sonicdrivein_1274,one day. many people. millions of orders. #thisishowwesonic,0.6548068,0.5180938
sonicdrivein_1347,mum’s the word! we take homecoming very seriously. #hoco,0.8617823,0.5180938
sonicdrivein_649,screenshot the video to see your next sonic combo!,0.7613603,0.5180938
sonicdrivein_505,test your circle. bring up steak butter bacon cheeseburgers.,0.93176186,0.5180938
sonicdrivein_163,sorry 4 the vegetables i bought rip :(,0.37523636,0.5180938
sonicdrivein_1039,"when we say big scoop, we mean it. 🤩",0.9215711,0.5180938
sonicdrivein_1385,most important meal of the day... 🤪,0.92604935,0.5180938
sonicdrivein_2171,throw back from 1980! happy eating! #tbt,0.35450277,0.5180938
sonicdrivein_408,the most important messages are quick to type.,0.971387,0.5180938
sonicdrivein_348,box office hit if i’ve ever seen one.,0.9008851,0.5180938
sonicdrivein_189,who’s the bacon to your ranch??,0.64916354,0.5180938
sonicdrivein_1081,nothing but a route 44 on my mind. 😇 ,0.79509836,0.5180938
sonicdrivein_864,spooky (sonic) szn. this is the post. 👻,0.75997686,0.5180938
sonicdrivein_1384,back to school and packed all the essentials.,0.8610084,0.5180938
sonicdrivein_601,what’d i miss? been a little busy. #rush,0.9175667,0.5180938
sonicdrivein_570,we celebrate i love food day every day.,0.8460245,0.5180938
sonicdrivein_376,not us seeing our ex at the drive-in,0.90565515,0.5180938
sonicdrivein_645,where we get our ice. it's chill.,0.8638112,0.5180938
sonicdrivein_567,in case you were wondering how the magic happens,0.94505376,0.5180938
sonicdrivein_596,i love when a plan comes together.,0.981198,0.5180938
sonicdrivein_143,this very good boy deserves a very good treat,0.97124845,0.5180938
sonicdrivein_1280,warning: sonic is officially team double dunk. 🏀,0.9077459,0.5180938
sonicdrivein_51,the r&d lab really went off with this one,0.9546835,0.5180938
sonicdrivein_753,gotta jump right into the action. ⏭️,0.8896494,0.5180938
sonicdrivein_1946,pick a cone. any cone. #sonic #icecream #treatyoself,0.78294337,0.5180938
sonicdrivein_1246,no one can deny a good cheese pull! 🧀,0.9166493,0.5180938
sonicdrivein_697,"sonic saves the day! (and night, too)",0.9465677,0.5180938
sonicdrivein_1960,so. many. decisions. #slush #delicious #nom,0.74883884,0.5180938
sonicdrivein_981,there’s a better way. @playcheerleader @milktpapi #hackourmenu #foodhacks #duet,0.78758407,0.5180938
sonicdrivein_1269,we start our day as early as you. #thisishowwesonic,0.66865534,0.5180938
sonicdrivein_760,comment below before my manager takes this down 👀,0.8674645,0.5180938
sonicdrivein_470,our drop before the ball drops. stay tuned 👀,0.8200602,0.5180938
sonicdrivein_1199,there’s only one thing running through my mind. 🏃🥤🏃,0.9506423,0.5180938
sonicdrivein_1206,"we got you covered, all day long. ⏰",0.87441796,0.5180938
sonicdrivein_1115,"we’re dropping major eat beats, queso burger style. 🍔",0.8464483,0.5180938
sonicdrivein_344,here’s a hint: it might have strawberries in it,0.93366027,0.5180938
sonicdrivein_2070,the (corn) dog days are not over.,0.9600945,0.5180938
sonicdrivein_135,"get in losers, new holiday merch is here ✨ ",0.23821639,0.5180938
sonicdrivein_277,100000% certain these two are meant to be 🥲,0.8793459,0.5180938
sonicdrivein_901,"one limeade for me, one for the kid. 👼",0.887708,0.5180938
sonicdrivein_955,you have to choose: cup or cone? 🍦🍨 #nationalicecreamday,0.7268211,0.5180938
sonicdrivein_196,"wake up, it’s the first of the month",0.9484379,0.5180938
sonicdrivein_531,where do you fall on the scale?,0.9670505,0.5180938
sonicdrivein_1289,"nothing better than food, friends and fridays! 😎",0.6673784,0.5180938
sonicdrivein_373,who knew ai had such good taste? #ai,0.81464785,0.5180938
sonicdrivein_522,big and little. do we need to say more?,0.9699166,0.5180938
sonicdrivein_1606,consider the menu for the wedding reception handled.,0.26822838,0.5180938
sonicdrivein_290,reminder to check in on your group chats today,0.9089121,0.5180938
sonicdrivein_496,how would you define it? #mmmsonic,0.8388971,0.5180938
sonicdrivein_44,"top 5 things to drive into, sorry neighbor carl",0.53612244,0.5180938
sonicdrivein_558,i think something is up with our button.,0.93405026,0.5180938
sonicdrivein_2103,who will we see today? maybe twice?,0.97013813,0.5180938
sonicdrivein_316,it’s the little things #middaybreak #drinkrun #podcast #ssssf,0.705108,0.5180938
sonicdrivein_430,ok now what if we put them together………..,0.5020349,0.5180938
sonicdrivein_1268,some of our most loyal customers aren’t pets. #thisishowwesonic,0.76966083,0.5180938
sonicdrivein_529,"she’s not a regular mom, she’s a cool mom.",0.8860147,0.5180938
sonicdrivein_1316,who says you have to mash all your potatoes?,0.9749713,0.5180938
sonicdrivein_780,eating a corn dog in outer space? 👀,0.9261232,0.5180938
sonicdrivein_491,"ahhh yes, gold, my favorite color.",0.8886177,0.5180938
sonicdrivein_57,yes we see your comments!! pls be nice,0.23543996,0.5180938
sonicdrivein_1029,eating a corn dog's an emotional roller coaster. 🎢,0.7777296,0.5180938
sonicdrivein_850,now i’m in the mood for some digital tots.,0.97407305,0.5180938
sonicdrivein_784,"💪 no pain, no gain(ing tots). 🥲",0.82753795,0.5180938
sonicdrivein_152,i’ll stop ordering kids meals when i’m ready (never),0.78982306,0.5180938
sonicdrivein_670,"you want it, you got it!",0.92875737,0.5180938
sonicdrivein_1368,a totty pack! would you cop?,0.36739525,0.5180938
sonicdrivein_414,when you first move out of your parents’ house:,0.87979394,0.5180938
sonicdrivein_788,who’s a good boy? you are! 🐶,0.9454691,0.5180938
sonicdrivein_411,what happens if you’re all of them? #generationaldifferences #genzvsmillenial,0.74374026,0.5180938
sonicdrivein_968,nothing like swinging in a sonic summer breeze. #thisishowwesummer,0.8175818,0.5180938
sonicdrivein_89,our social media manager (me) is wildin,0.87779725,0.5180938
sonicdrivein_1457,🍀try your luck at a sonic today! 😉,0.7209794,0.5180938
sonicdrivein_2031,"👨: to me, you're perfect. 👩: ...babe.👨",0.86965483,0.5180938
sonicdrivein_1615,vroom vroom! start your engines and grab your slushes! ,0.905172,0.5180938
sonicdrivein_2154,sonic - service at the speed of sound. #tbt,0.56868696,0.5180938
sonicdrivein_65,we're just two single moms who work one job!,0.9607161,0.5180938
sonicdrivein_486,i love the taste of hypocrisy in the morning.,0.98047274,0.5180938
sonicdrivein_1122,"lights are up: december, we’re ready for you. 🎄👀",0.87228286,0.5180938
sonicdrivein_976,"slushes so cool, you’ll want to dive in. 🏊",0.835949,0.5180938
sonicdrivein_524,photobooth in the office. say cheese(burger),0.6519,0.5180938
sonicdrivein_283,asking for a friend. #weird #wrong,0.8918,0.5180938
sonicdrivein_495,sharing’s only fun when it’s not your stuff,0.866602,0.5180938
sonicdrivein_499,you’re going to have to do better than that.,0.97552454,0.5180938
sonicdrivein_78,the fourth is strong with this one 😮‍💨,0.35629883,0.5180938
sonicdrivein_478,"no surprise here. 2022, you were delicious as always.",0.8948614,0.5180938
sonicdrivein_446,it’s never too cold for ice cream.,0.96062636,0.5180938
sonicdrivein_1467,can’t go wrong with a classic. 🍒😀 📸: @edibleokc,0.73673934,0.5180938
sonicdrivein_648,gemini ♊double the meat for your double personalities.,0.5702176,0.5180938
sonicdrivein_973,think you can do it all? ✅,0.90962696,0.5180938
sonicdrivein_877,comment below what food combo your initials create. 😋,0.7883892,0.5180938
sonicdrivein_808,a sprinkle of color for your feed. 😍,0.8160928,0.5180938
sonicdrivein_413,would you have won a cherry limeade?? #saynothing #cherrylimeade,0.73523104,0.5180938
sonicdrivein_2201,where is chef clas and what is he doing?,0.94426465,0.5180938
sonicdrivein_618,where else have we gone with you this summer?,0.8441415,0.5180938
sonicdrivein_1017,bonus points if you find all the items. ✅,0.886333,0.5180938
sonicdrivein_585,we didn’t even try to understand the assignment 🌭,0.91306335,0.5180938
sonicdrivein_1992,punch buggy. (or is it slug bug?) #hicfruitpunchslush #nerdscandy,0.6457968,0.5180938
sonicdrivein_404,"@starbucks inspired us, which era are you? 👀",0.7286476,0.5180938
sonicdrivein_691,can we make it any more obvious? 💁‍♀️,0.9481008,0.5180938
sonicdrivein_1282,who needs fancy when you know their favorites?,0.9521512,0.5180938
sonicdrivein_69,"sometimes when we work on our assignments, genius strikes",0.9603523,0.5180938
sonicdrivein_1616,ice cream is always the perfect accessory 🍦,0.97284985,0.5180938
sonicdrivein_726,baby tailgate. yes. absolutely. 100%.,0.74689907,0.5180938
sonicdrivein_1346,"we love this friend, be this friend. 🤙",0.84940827,0.5180938
sonicdrivein_572,this is your sign to get a snack 😎,0.8450023,0.5180938
sonicdrivein_1379,how much sonic can you handle? 👐 📸: @madi.meals,0.68448883,0.5180938
sonicdrivein_1018,perfect in the bag or on the board. 😍,0.81861687,0.5180938
sonicdrivein_369,her friends better stay away from her tots 🫣,0.6154088,0.5180938
sonicdrivein_705,sometimes you just need to do the most,0.9416612,0.5180938
sonicdrivein_644,come for the food. stay for the vibes.,0.9178998,0.5180938
sonicdrivein_1317,"dinner after party at sonic, who’s in?",0.22142407,0.5180938
sonicdrivein_54,"it's about efficiency ppl, really not that complicated !!",0.52737504,0.5180938
sonicdrivein_548,"you said go to bed, not go to sleep",0.9212652,0.5180938
sonicdrivein_790,always gotta have one in your back pocket.,0.9474152,0.5180938
sonicdrivein_402,"new look, who dis? #expressyourself",0.34152496,0.5180938
sonicdrivein_1181,full moons are looking a bit more delicious.,0.96772546,0.5180938
sonicdrivein_2200,what a beautiful sight! thanks @dixieyankee for sharing,0.7951491,0.5180938
sonicdrivein_903,sign me up for some double trouble. 🍔🍔 #nationaldoublecheeseburgerday,0.84357107,0.5180938
sonicdrivein_41,it’s giving gold medal ????? #xgamesmode,0.2066515,0.5180938
sonicdrivein_1094,can you figure out the hidden messages?,0.9771638,0.5180938
sonicdrivein_832,a lil’ confidence boost to get you through. 😭,0.8047007,0.5180938
sonicdrivein_786,“i’m gonna walk the dog.”,0.92365164,0.5180938
sonicdrivein_234,what’s my skincare routine you ask? small classic shakes,0.6924204,0.5180938
sonicdrivein_2052,"eat your heart out, candy board games. ",0.46238413,0.5180938
sonicdrivein_906,"if you know, you know. 🧩",0.9120134,0.5180938
sonicdrivein_457,might as well just @ me.,0.70460385,0.5180938
sonicdrivein_905,"don’t worry, try another 2 for next time. 😌",0.6503112,0.5180938
sonicdrivein_594,"you got questions, we have onion rings.",0.94328743,0.5180938
sonicdrivein_2203,how many times will we see you today?,0.970721,0.5180938
sonicdrivein_945,🏃🏃 beat the lunch rush go go go!,0.83760273,0.5180938
sonicdrivein_528,"if you didn’t know, now you know.",0.94480306,0.5180938
sonicdrivein_375,my sign is caffeine with caffeine rising. #drinkflights #drinks,0.7916024,0.5180938
sonicdrivein_2180,celebrate with sonic & grab a root beer float!,0.8590327,0.5180938
sonicdrivein_914,catch us skating into the school year like ☀️,0.50859666,0.5180938
sonicdrivein_1337,"dice on the mirror, but make them tots. 🎲🎲",0.62043566,0.5180938
sonicdrivein_2024,a little messy. a lot delicious. #sonicdiy #😍,0.8569408,0.5180938
sonicdrivein_947,don’t take our word for it. ☝️☝️☝️,0.9008408,0.5180938
sonicdrivein_1028,pick-up line game strong. twitter game stronger.,0.20121281,0.5180938
sonicdrivein_634,which type of person are you?🍦🍨 #nationalicecreamday,0.8869078,0.5180938
sonicdrivein_590,"you say basic, i say refreshing.",0.5632552,0.5180938
sonicdrivein_98,m&m blast on canvas by sonic (e. 1953),0.82646734,0.5180938
sonicdrivein_571,life is good. cheese makes it better,0.97901183,0.5180938
sonicdrivein_706,"this is perfect, perfect, perfect ✨",0.9231067,0.5180938
