image_id,caption,humor_score,humor
sonicdrivein_614,"you know, i’ m gonna get you some fresh lemon bars! it tastes like ice cream with a kick.",0.2741389274597168,0
sonicdrivein_2095,i'm gonna try to make a burger.,0.7290731072425842,1
sonicdrivein_1755,the perfect recipe for a quick and easy lunch is this banana peanut butter toast with honey.,0.457471638917923,0
sonicdrivein_877,"if you’ re a student, go get the new book! we have 30% off on all books and other great deals.",0.008288065902888775,0
sonicdrivein_196,there’ s no way i could make it to a party with my 3 friends.,0.9930694699287415,1
sonicdrivein_486,the last thing i want to say is this: `` it takes a person with an ocean on their mind and not get scared by the wave.,0.24144692718982697,0
sonicdrivein_780,"and it wasn't the # baconbomb for some reason, but we were still there with a side of bacon and our drink to go.",0.368430495262146,0
sonicdrivein_2052,we all know that a dream is something you can see through your bedroom window.,0.8412651419639587,1
sonicdrivein_316,"a really, that is.",0.8476622700691223,1
sonicdrivein_1197,this movie was written for a kids’ halloween.,0.18904736638069153,0
sonicdrivein_491,"yes, that is what it says on the back.",0.7827582955360413,1
sonicdrivein_1729,"when you see a new home, but it’ s not your first choice.",0.4895254969596863,0
sonicdrivein_80,"i was like, i am about to say no for a second time… and my boyfriend says that he’s thinking of buying me another burger.",0.9315803647041321,1
sonicdrivein_1102,the secret of # staywithus is the smell.,0.42170143127441406,0
sonicdrivein_543,the last thing i wanted to do in my car was eat a hot dog.,0.6674947142601013,1
sonicdrivein_1666,the egg is the most dangerous thing in our kitchen.,0.49891921877861023,0
sonicdrivein_2181,what’ s the best way to make sure your little one knows they can do anything? put a hug in their hand.,0.03998830169439316,0
sonicdrivein_414,this is the thing that i don't know how to say.,0.9489214420318604,1
sonicdrivein_791,i’ m just going to make a big change.,0.6258450746536255,1
sonicdrivein_743,"the great guy who just didn't want to leave a single cookie in the car, but he was getting some of it! '' let us know what you think.",0.3045426905155182,0
sonicdrivein_69,"this isn't an easy thing to do, but it is.",0.6591871380805969,1
sonicdrivein_1367,i’ m gonna have a dog.,0.6205461025238037,1
sonicdrivein_1737,"if you're in a bit of trouble, don’ t forget to text me.",0.6045380234718323,1
sonicdrivein_470,"the one i have the on at the mall today, but it’ s not # eatwithcheese.",0.22271186113357544,0
sonicdrivein_1459,1.,0.3079319894313812,0
sonicdrivein_926,and the boss says we can’ t have a meeting with him.,0.2367849200963974,0
sonicdrivein_1765,when you’ re not in a mood for anything.,0.6705701947212219,1
sonicdrivein_1996,there are 36 of us in the first round.,0.7266765236854553,1
sonicdrivein_1221,# everyday is a thing today we are all going to have something that makes us happy.,0.08648312091827393,0
sonicdrivein_2078,"the question is: "" can i get a drink of water with my finger in your mouth? no.",0.592906653881073,1
sonicdrivein_339,"this year’ s # badtuesday, we get to celebrate all the things that make us cringe.",0.18116635084152222,0
sonicdrivein_135,you can get your order by the door.,0.33202409744262695,0
sonicdrivein_556,"in the video below, we 'll be giving you a glimpse of our upcoming new app and what features will get in.",0.07087987661361694,0
sonicdrivein_344,it's been a long time since i ve posted on the blog.,0.8537725210189819,1
sonicdrivein_1471,"# petsit @ budsy: what is the deal with that puppy you’ re gonna be getting? 😱👍🤔🙌🐶🥳😀🍃 🥤🌿💕🏼❤️🦅🎉🔥🚀⛈️📚 📰 🧠 👥🏻✨!
♫�",0.06409511715173721,0
sonicdrivein_204,we’ re the only ones who know what it feels like to be in love.,0.28285646438598633,0
sonicdrivein_2189,"it's not just a sip of ice water, it can also be your go-to for the morning drink.",0.3353288769721985,0
sonicdrivein_1778,"i was a vegan, and it smelled like pizza.",0.35226020216941833,0
sonicdrivein_1849,m i gonna get some hot chocolate?# foodforthought m@ suzanne.,0.38492849469184875,0
sonicdrivein_1138,"`` the only thing that makes you happy is when someone gives up their first bite and says, '' i love it.",0.12614788115024567,0
sonicdrivein_89,"you know what we do in the morning, so if you’ re hungry and want something to eat or drink before your workout is over.",0.6750522255897522,1
sonicdrivein_1084,the # myfoodporn challenge.,0.2558324337005615,0
sonicdrivein_594,they're not here to tell you what they do.,0.45182907581329346,0
sonicdrivein_655,we’ re going to be having our first big giveaway on the 3rd of march.,0.6927513480186462,1
sonicdrivein_952,this's the one you want to hear.,0.8502452373504639,1
sonicdrivein_789,and this is the summer.,0.12078621238470078,0
sonicdrivein_1254,have you ever heard of the most awesome dog show? get your # dogsmogirl and join us! it’ s a full house.,0.014391802251338959,0
sonicdrivein_2185,"yes, we’ re still with this at 10am on sunday.",0.6205465793609619,1
sonicdrivein_532,"and i said, “ yeah.",0.7013727426528931,1
sonicdrivein_1623,"i have to take a, so my friends were in an emergency breakfast and it was just some chicken salad with no cheese.",0.1893588751554489,0
sonicdrivein_842,you’ re the jack in me? i love this lil jagger.,0.3254503011703491,0
sonicdrivein_478,a little something about the fact that i have never had to buy anything at all.,0.3002092242240906,0
sonicdrivein_311,"you know, we have the whole'u just can do anything.",0.6223676800727844,1
sonicdrivein_1566,what if we could've all the time? i have to get out and go outside when my friends call me.,0.3753379285335541,0
sonicdrivein_1854,"this is a, for everyone who likes u at least this far.",0.801219642162323,1
sonicdrivein_1635,i just love a few new ways to keep it all fresh.,0.14798203110694885,0
