image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor
sonicdrivein_2052,"if you had to choose between an, with a friend or me i would pick the first.",0,1,0.41974568,0.44297194,0.0,0.0,0.0,0.0,0.4068186283111572,0
sonicdrivein_532,"in the summer, i got my dogs'dog-friendly meals for a whole week! this was n’t just another delivery.",3,1,0.8768787,0.44297194,0.1194218850956315,1.594335087959687e-308,1.594335087959687e-308,1.594335087959687e-308,0.0299511700868606,0
sonicdrivein_478,the new dog flavor we had in 2018 is the most lovable.,0,1,0.9498062,0.44297194,0.0,0.0,0.0,0.0,0.2472711354494094,0
sonicdrivein_1471,@ jackhannemanning the year 2018.,1,1,0.28769132,0.44297194,0.0081524407956732,9.06989144874033e-310,9.06989144874033e-310,9.06989144874033e-310,0.4479387402534485,0
sonicdrivein_1996,"if you are going to make a prom dance, i'm sure it would be fun if we all go together.",1,1,0.97760093,0.44297194,0.05,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.2940229475498199,0
sonicdrivein_877,"for those of you who don’ t have the money to buy a new set, there are plenty options for that.",0,1,0.9643138,0.44297194,0.0,0.0,0.0,0.0,0.0831739604473114,0
sonicdrivein_2181,"a a in with ice cream, but it’ s just not the thing to do.",1,1,0.6086757,0.44297194,0.0623671323354411,2.081572136844799e-308,2.081572136844799e-308,2.081572136844799e-308,0.174927607178688,0
sonicdrivein_311,and i'm not talking about that.,0,1,0.95160735,0.44297194,0.0,0.0,0.0,0.0,0.6159740686416626,1
sonicdrivein_2095,i'm gonna go to the movies with my mom.,2,1,0.98281777,0.44297194,0.0731539972906456,7.32478711575271e-309,7.32478711575271e-309,7.32478711575271e-309,0.8290535807609558,1
sonicdrivein_491,"the last one was sent in a little while! </s> so, what are you wearing? 👍️🤔😂 🤣💕👋📷✏🏻#notjustacat ✨❤️🔥<3 @dmsmith89 😂 & our the cat emoji 🙈🏽
10.",0,1,0.81181115,0.44297194,0.0,0.0,0.0,0.0,0.1041066274046897,0
sonicdrivein_1221,"bear with us, we’ re about to do a what if exercise.",2,1,0.93308973,0.44297194,0.0042602555344178,5.68762993211647e-310,5.68762993211647e-310,5.68762993211647e-310,0.1197791472077369,0
sonicdrivein_1197,it's been a while since we had our second one of these.,2,1,0.9733636,0.44297194,0.1098734383667406,1.4668590927248608e-308,1.4668590927248608e-308,1.4668590927248608e-308,0.4601252675056457,0
sonicdrivein_780,in the news section of ny times'a guy who says he doesn’ t know where his mouth is.,1,1,0.84150326,0.44297194,0.0555555555555555,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.7424696683883667,1
sonicdrivein_1623,"i love this menu but the last one was like, `` i didn t know there were any extra peppers in it.",0,1,0.9123955,0.44297194,0.0,0.0,0.0,0.0,0.1062158420681953,0
sonicdrivein_2078,"in a 20-minute period, the us team hasn't scored one point and they are still on track to win this championship.",1,1,0.92069757,0.44297194,0.0476190476190476,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.3528587818145752,0
sonicdrivein_543,this is my new favourite snack.,2,1,0.97991073,0.44297194,0.0381862813308959,2.54901889028941e-309,2.54901889028941e-309,2.54901889028941e-309,0.4938627183437347,0
sonicdrivein_789,"when i try to drink that watermelon, it's just too much for me.",0,1,0.96215224,0.44297194,0.0,0.0,0.0,0.0,0.2714463174343109,0
sonicdrivein_339,a good way to say “ no more” is a great time of year.,1,1,0.85651624,0.44297194,0.0325567155948583,1.0141753550456513e-308,1.0141753550456513e-308,1.0141753550456513e-308,0.754792332649231,1
sonicdrivein_791,what if you could just get it out of your house and eat some pizza for dinner?# we’ re not kidding! @ toledo.,0,1,0.91469395,0.44297194,0.0,0.0,0.0,0.0,0.1109192967414856,0
sonicdrivein_926,we don't know what we got for the number one.,0,1,0.93587905,0.44297194,0.0,0.0,0.0,0.0,0.1448764652013778,0
sonicdrivein_1729,"i don’ t know if i'm gonna be able to do this, but it definitely is.",0,1,0.97166485,0.44297194,0.0,0.0,0.0,0.0,0.8781154751777649,1
sonicdrivein_1765,"～we have a few things we can do about this, and they’ re just going to be great.",0,1,0.9531097,0.44297194,0.0,0.0,0.0,0.0,0.3907124102115631,0
sonicdrivein_952,"we’ re not the best of them, we are just now.",1,1,0.8448649,0.44297194,0.0034457194909962,8.4336783994811e-310,8.4336783994811e-310,8.4336783994811e-310,0.8733922839164734,1
sonicdrivein_1459,"a lot of us, and a little bit different.",0,1,0.56882846,0.44297194,0.0,0.0,0.0,0.0,0.5326470136642456,1
sonicdrivein_594,"what is this? we are here to celebrate the 20th anniversary of on! and have you been feeling lonely or just plain weird for some time now?! well, get out there.",3,1,0.92534494,0.44297194,0.096774193548387,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.036193449050188,0
sonicdrivein_1254,you can get a 30-day supply of these at the post office today.,2,1,0.97954935,0.44297194,0.0969712594764184,1.402493394168772e-308,1.402493394168772e-308,1.402493394168772e-308,0.1566823720932006,0
sonicdrivein_414,"when the test is over, i want to go home and drink some beer.",1,1,0.98315066,0.44297194,0.0714285714285714,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.910608172416687,1
sonicdrivein_204,"but the problem is, they’ re not having a good time.",1,1,0.98012376,0.44297194,0.0909090909090909,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.4662415087223053,0
sonicdrivein_1666,the original pepperoni pizza is the 30% best-selling food item in america.,0,1,0.9725562,0.44297194,0.0,0.0,0.0,0.0,0.2447321116924286,0
sonicdrivein_135,"you know, we’ re not having a birthday party today.",0,1,0.9788719,0.44297194,0.0,0.0,0.0,0.0,0.7555831074714661,1
sonicdrivein_1849,i love this shit.,0,1,0.9755961,0.44297194,0.0,0.0,0.0,0.0,0.5611107349395752,1
