image_id,caption,humor_score,humor
mcdonalds_switzerland_1940,the twin-star award!@ caliban_luke thank you for all your hard work from the white church to lauds.,0.0061882613226771355,0
mcdonalds_switzerland_1988,s.,0.807920515537262,1
mcdonalds_switzerland_672,"and the, they got to choose what movie we will watch together.",0.8454567193984985,1
mcdonalds_switzerland_646,a person's will be in the bundle! call it by name and make sure to get your number of choice.,0.005380916874855757,0
mcdonalds_switzerland_2065,this is the story you see in your feed.,0.01969781145453453,0
mcdonalds_switzerland_16,all the amazing stuff you've just heard from your friends.,0.9225546717643738,1
mcdonalds_switzerland_902,"y? you finally get to the screen in this month’ s of and is vermont on time, thanks for being timely.",0.13470754027366638,0
mcdonalds_switzerland_716,we’ ve found a recipe for the most delicious french fries ever! ‘ he who eats them wins!” says christina of her blog cookcrazy.,0.040336042642593384,0
mcdonalds_switzerland_461,who thinks? they're thinking hard to find food! but who can remind you of the restaurant at your local utility box.,0.029624760150909424,0
mcdonalds_switzerland_2052,"clue night, i'm making you a special deal for netflix mcdonald’s and caroli pizza.",0.039639465510845184,0
mcdonalds_switzerland_31,"ya's so sad that i can give you this magical and lucky me! ♪thankyou very much to liyue, who made such a great life story for us.",0.34445467591285706,0
mcdonalds_switzerland_360,hello! we're happy to see you today.,0.17671988904476166,0
mcdonalds_switzerland_568,"if you receive a weird message from someone, keep it up with the mcdonald's swag bite.",0.08320494741201401,0
mcdonalds_switzerland_481,the samenvandy expand has brought a new can to your way of the day.,0.2005535513162613,0
mcdonalds_switzerland_605,"the fried chicken of yuma, is friendly and easy to enjoy.",0.027890799567103386,0
mcdonalds_switzerland_1899,"am you think the new menu in your favorite store? we're glad it comes out soon, thank @ mylife for making our news.",0.06256360560655594,0
mcdonalds_switzerland_584,"a miracle that makes you feel so happy! '' is this what i built?
 are those straps on your shirt now?! 🐷🐶👀❤ 🧑💕🚲🙏⭐️ ⭐️ ⭐️ ⭐️ ✔️✔️ x3 ⭐️✔ ×2 ⭐️×1 ⭐️x4 ⭐️♥️✅",0.035298146307468414,0
mcdonalds_switzerland_725,"we’ re ready, it's all thanks to the magic of om and time for you.",0.5166612863540649,1
mcdonalds_switzerland_558,this will be the best week of this year for you and your special guest from behind! </s> thanks to all my colleagues who helped make that crazy film fest.,0.08894141763448715,0
mcdonalds_switzerland_429,this holiday season we are talking about the happy light.,0.3305189311504364,0
mcdonalds_switzerland_80,all these songs are the same? get to know more about this on our app! you then.,0.07447543740272522,0
mcdonalds_switzerland_616,the end of the journey - but it ends up where you want to go.,0.13549113273620605,0
mcdonalds_switzerland_655,"`` i'm feeling really good right now, that is the best social feast in my town.",0.257538378238678,0
mcdonalds_switzerland_409,# 39; a big thank you for your help on this tour.,0.45439672470092773,0
mcdonalds_switzerland_693," pitch the coin on your left, help is in.",0.18488536775112152,0
mcdonalds_switzerland_203,"we want to see where you're going! just click the play button and we ''ll come join us in our new show, warm from last night.",0.034914370626211166,0
mcdonalds_switzerland_402,this is the perfect place to sit and enjoy your favorite television.,0.6098689436912537,1
mcdonalds_switzerland_762,"yeast 't welcome the new season! we have a giveaway, you can pick up your copy today for just ♥️ and to receive whatever comes with it.",0.029077602550387383,0
mcdonalds_switzerland_1612,and it’ s good! the company that makes your life better.,0.0949997678399086,0
mcdonalds_switzerland_598,"and you?, go with whatever fashion spot tells!
this is something that everyone should do for holiday season.",0.20082972943782806,0
mcdonalds_switzerland_13,"hey's also for the special that comes at a great price!
What do you want to be when your adult? we have over 50,000 more acts ready with our very own graded club.",0.272602915763855,0
mcdonalds_switzerland_1888,"we're not all seeing the last martha, we just have to celebrate it! this is our julia vincentehi who will lead you from hungercrown quarter.",0.03293140232563019,0
mcdonalds_switzerland_242,how does the # birthday cake you prepared at our anniversary relate to a french kiss? 😍🇧🇷@ pic.,0.5010296106338501,1
mcdonalds_switzerland_769,"you’ re so excited to try out the menu, but i'm happy that you are not forced into compete with others.",0.8601546287536621,1
mcdonalds_switzerland_566,it is so much more fun to eat all the amazing food at summer weekends than when you have a! pasta machine.,0.12888938188552856,0
mcdonalds_switzerland_841,"we're going to provide you with a big end of your sub, but we get the deal on both sides.",0.8222252726554871,1
mcdonalds_switzerland_586,"me, i thought about this meme when my friend was struggling with the latest updates.",0.6028627753257751,1
mcdonalds_switzerland_367,if you're looking at this site then somone in the category or even like to get some heart candy.,0.027585884556174278,0
mcdonalds_switzerland_1895,so many delicious snacks! let them for the year with a great deal:.,0.13562875986099243,0
mcdonalds_switzerland_700,'' give me the mcdonald's kids nostalgia fireworks and you will get a beautiful flame.,0.09409221261739731,0
mcdonalds_switzerland_1962,use your smartphone to find restaurants that are open today.,0.301702618598938,0
mcdonalds_switzerland_629,"my mind is going to be so much more than my dinner, our doctor will show me where he can make fun of us.",0.32184797525405884,0
mcdonalds_switzerland_1919,q : we are very happy with the mcdonald& amp; veggie burger.,0.1109674796462059,0
mcdonalds_switzerland_358,all of the images from this same campaign have been really boring.,0.4990079998970032,0
mcdonalds_switzerland_1912,what a great day for bud - this season? do you know how we got into competition in autumn of 2018?? did app to him now? taste it!！👏🏽 ❤❤️『app com/khataiout○com● pic.,0.01819678023457527,0
mcdonalds_switzerland_1995,"i Love flash, what did you do during app development?
the event for the year;
.. are you ready to take a selfie?? click here! feedback@dotcomgoodwill.",0.009055178612470627,0
mcdonalds_switzerland_1904,"okay, this is the moment you do all these math problems and we got like 90%?! your coach just says he loves his fitness from here.",0.30628806352615356,0
mcdonalds_switzerland_1942,the 2018 for you! call your child to come back and see how well they have found their home in just switzerland.,0.14622928202152252,0
