image_id,caption,humor_score,humor
sonicdrivein_2107,"when you see a list of 10 things to do in the next week, and then decide that it is not going anywhere.",0.009880457073450089,0
sonicdrivein_1677,"i love my dogs, but i don't know what they ’ re going to eat.",0.05869504064321518,0
sonicdrivein_1383,"this is the most delicious ice cream ever! it’ s not just a single scoop, but two scoops.",0.010822159238159657,0
sonicdrivein_963,"it's not about the food, it is just a taste of something that makes you feel good.",0.16374239325523376,0
sonicdrivein_1213,and this is what i’ m gonna be doing for the rest of 2018.,0.34623244404792786,0
sonicdrivein_2132,i'm not going to eat it.,0.6211903691291809,1
sonicdrivein_1803,i'm not going to be a vegetarian for the rest of my life.,0.4490049183368683,0
sonicdrivein_1209,the one i’ m going to talk about today is a little something.,0.6832737922668457,1
sonicdrivein_1849,im not here to talk about my mum but i am.,0.747303307056427,1
sonicdrivein_1516,"and i know it’ s not the best time of year for a drink, but we don't care.",0.27975088357925415,0
sonicdrivein_866,it’ s a new song.,0.6841156482696533,1
sonicdrivein_1206,you’ re not alone.,0.39613819122314453,0
sonicdrivein_1672,it's like this.,0.11894002556800842,0
sonicdrivein_1489,do you know what i’ m going to do with this? ” call me back!# silentmission pic.,0.4491712749004364,0
sonicdrivein_1407,me and my sister got to the beach this weekend.,0.052408553659915924,0
sonicdrivein_1113,you know what i mean? </s> when you get a little extra space in your fridge or pantry.,0.021258406341075897,0
sonicdrivein_1055,"you know, i'm not a fan of these kinds of desserts.",0.09791954606771469,0
sonicdrivein_2085,"if you’ re not vegan, then don t eat it.",0.28892070055007935,0
sonicdrivein_797,we all know what this is like.,0.36527273058891296,0
sonicdrivein_80,"i’m not a, i am.",0.9747712016105652,1
sonicdrivein_1490,the new style for the first day of school # omgfriday my favorite thing to do on a friday is get your nails done! i love it and you should too.,0.002225728938356042,0
sonicdrivein_1423,it’ s not like i'm just kidding.,0.09484319388866425,0
sonicdrivein_633,"a game of 10, a good ol’ boy and i wasn't expecting it.",0.02456914819777012,0
sonicdrivein_2142,i am the one! i'm here to help you with your bbq.,0.38495245575904846,0
sonicdrivein_1470,we're going to be putting in a ton of effort into this.,0.38004449009895325,0
sonicdrivein_2183,"mom, it’ s time for your first birthday party! '' ❤❤❤ 💕💖🥳🍰🎉# myfirstbirthdayparty 🎈 pic.",0.02556082047522068,0
sonicdrivein_1751,"f you’ re a, we can do this!# happythetuesday
* just in case u don t have any more of your favorite things to share on instagram.",0.0072762081399559975,0
sonicdrivein_2100,"i’ m going to try and make a, this is what i want.",0.6937372088432312,1
sonicdrivein_1411,it’ s about time we all got our full dose of the # tomorrowgoals.,0.0709633082151413,0
sonicdrivein_1566,the burger emoji is a food image that can be used for anything.,0.8044982552528381,1
sonicdrivein_1435,i’ m going to try out the new mic and i hope it works.,0.08401424437761307,0
sonicdrivein_2185,we all know that this is the best thing to do in 2019.,0.7159581780433655,1
sonicdrivein_673,"this is our best-selling ad of the week, ""the chicken and biscuits.",0.10132679343223572,0
sonicdrivein_1569,"if you’ re not sure what to make of this, just try it out.",0.07829127460718155,0
sonicdrivein_297,@ #dill2019 is a reminder that we can all make it work.,0.28742507100105286,0
sonicdrivein_869,"what is the difference between "" viral meme” and a h-bomb? well, it’ s that much worse! pic.",0.00765494629740715,0
sonicdrivein_825,a's a new and exciting time for the whole community! this is what we have to say.,0.021956056356430054,0
sonicdrivein_656,this is a great day for dogs.,0.33715561032295227,0
sonicdrivein_601,"when you think about it, this is the most amazing ice cream shop in america.",0.04982568323612213,0
sonicdrivein_505,"🎉 welcome to our new app!🍰🥦🧠👨‍♀️ 👩🏽 </s> 🥤🌱 🌲 🍇💕😊🤗🙌# 🚶🏾📷 📸 🤣 😅😂 😂🐮 🐆 💖 ❤️☺️# 🎭
",0.07370559871196747,0
sonicdrivein_968,the only thing that matters is when you hear the voice of a forever lost love.,0.23971791565418243,0
sonicdrivein_1930,1.,0.038722313940525055,0
sonicdrivein_1283,we're adding a new feature to our site.,0.03601054102182388,0
sonicdrivein_462,"when you’ re hungry and want something quick, just click on the burger cart.",0.06527098268270493,0
sonicdrivein_786,"when you’ re trying to find a new restaurant, and the menu is too long or confusing.",0.3366554081439972,0
sonicdrivein_562,this is the # 10 best deal of this season! ‎.,0.038287632167339325,0
sonicdrivein_283,"a little bit of a, just like you’ re going to eat it.",0.3928200900554657,0
sonicdrivein_531,the # @ gandals best in the world.,0.4601637125015259,0
sonicdrivein_376,1 / 25 is the last day of school.,0.903984546661377,1
sonicdrivein_2152,we have a new and improved version of the sonic pen.,0.3323211073875427,0
sonicdrivein_610,i'm going to do a sonic wave.,0.03201849386096001,0
sonicdrivein_1784,a couple of the things i learned from this show are: 1.,0.19922660291194916,0
sonicdrivein_670,"for you, i just love the unicorn! so don't worry about it.",0.14090938866138458,0
sonicdrivein_1452,"i’ m just going to say, “ the only way i can get a job is if you have this.",0.29385948181152344,0
sonicdrivein_1919,the # icecreamfight is coming up on monday night.,0.08574526011943817,0
sonicdrivein_1902,i'm not sure if i ca n’ t do this but just have to be like#20 and see what happens.,0.24189022183418274,0
sonicdrivein_864,"we’ re not going to be able for a day, so let's make some noise! i got the christie in my bag.",0.02403911016881466,0
sonicdrivein_2209,when you see a friend or family member who is out of breath and running around the mall with their phone in hand.,0.5744447708129883,1
sonicdrivein_1852,"we’ re not going to be the # most popular team in this year, but we are here for you.",0.03138188272714615,0
sonicdrivein_1892,and here are the 10 best-selling books of all time.,0.009985833428800106,0
sonicdrivein_1441,i am not going to eat this ice cream cone anymore.,0.048275720328092575,0
sonicdrivein_2164,it's the summer of love.,0.34460505843162537,0
sonicdrivein_847,it's the best ice cream ever! just don’ t forget to bring your favorite frozen yogurt with you.,0.023647025227546692,0
sonicdrivein_2205,"the end of the year is here! it’ s time to make your, and a new app for all things emoji.",0.012168433517217636,0
sonicdrivein_1770,it's a little bit like the last time we had to eat it in front of you.,0.1981995552778244,0
sonicdrivein_470,the one i was thinking about.,0.5235520601272583,1
sonicdrivein_2220,"5 things you 'll love today!🎉🥤🛡🍦💃😊👨🏽🤩️🌿🔥📲🐶#musicvideopromo@audiosha1038— audio sha 🧘 💪 (@audiasha) April 2, 2024.",0.02639557607471943,0
sonicdrivein_1156,i got a bite of this.,0.385946661233902,0
sonicdrivein_1884,i got this.,0.32425111532211304,0
sonicdrivein_1810,it's a good idea to have an ice cream cone in the office.,0.10660359263420105,0
sonicdrivein_952,the sonic tonics are the only way to keep your smile bright and fresh.,0.5356340408325195,1
sonicdrivein_1105,"for those of you who didn’ t get the hint, this is what a burger tastes like.",0.1676834374666214,0
sonicdrivein_1916,the best thing to do is eat a lot of mushrooms.,0.2672298550605774,0
sonicdrivein_1266,we have a new feature for this season! we're adding an ice cream bar to our menu.,0.0034853429533541203,0
sonicdrivein_712,this is the most important thing we’ ll do in this month.,0.0744704082608223,0
sonicdrivein_1454,"the new mickey cane has arrived!# strawberryfunday
just a lil something more fun to do today :p## the best thing about christmas is getting your hands full with all that delicious candy and ice cream.",0.0017471760511398315,0
sonicdrivein_1601,it’ s time to get your taste buds on fire! # thisismyflavorcontest pic.,0.1205403059720993,0
sonicdrivein_1134,this is the best ice cream i’ve had in a while.,0.2875826060771942,0
sonicdrivein_1000,"this's a small island, but it’ s not the one we were looking for.",0.16737470030784607,0
sonicdrivein_840,"in a few years, we might be able to drive this into our office.",0.30555739998817444,0
sonicdrivein_1541,you know what i do? you get your hands on a full house of frozen fruit and vegetables.,0.18440507352352142,0
sonicdrivein_1466,we are here to make it better.,0.26520419120788574,0
sonicdrivein_1494,"""i'm not sure if this is the right way to do it, but i # m gonna try and show you how much fun we have with our new kawaii balls!
@ tefliskilll check out my latest video on: https://www.",0.06238048896193504,0
sonicdrivein_882,me'm going to be a driver for all of the best drivers in america.,0.06540417671203613,0
