image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor
mcdonalds_switzerland_360,i'm the one with m and i live in my lodge.,2,1,0.9173811,0.51809216,0.1818181818181818,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.8062058091163635,1
mcdonalds_switzerland_584,deal with this now? then you 'll get a hot breakfast or lunch.,1,1,0.96329767,0.51809216,0.0565493446608988,1.6357440907688813e-308,1.6357440907688813e-308,1.6357440907688813e-308,0.2517168223857879,0
mcdonalds_switzerland_616,"yes, it is a.",0,1,0.93001914,0.51809216,0.0,0.0,0.0,0.0,0.1214856728911399,0
mcdonalds_switzerland_769,"you can't eat everything you ""re thinking about.",0,1,0.94568086,0.51809216,0.0,0.0,0.0,0.0,0.9762305021286012,1
mcdonalds_switzerland_1988,"over the next few weeks, we will be delivering these packages to those who have signed up for our reward system.",2,1,0.98031956,0.51809216,0.078720517868975,1.8391691476033075e-308,1.8391691476033075e-308,1.8391691476033075e-308,0.4862652122974396,0
mcdonalds_switzerland_586,i'm telling you all about the shortage of internet in some partsof asia and aroundthe world.,0,1,0.8845958,0.51809216,0.0,0.0,0.0,0.0,0.1700600236654281,0
mcdonalds_switzerland_1899,"this is a game for the internet, but if you've found your way to this site then congratulations! my life has been significantly shortened by these comments and comics.",4,1,0.9400279,0.51809216,0.1379310344827586,0.0357142857142857,2.2250738585072617e-308,2.2250738585072617e-308,0.1028980314731597,0
mcdonalds_switzerland_2014,your local 'coffee house’ is not just a place to eat coffee.,0,1,0.9472352,0.51809216,0.0,0.0,0.0,0.0,0.0566843673586845,0
mcdonalds_switzerland_242,and it’ s time for the bacon burger! 🇺🇲 # mcdonalds official logo.,1,1,0.9258323,0.51809216,0.0769230769230769,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0924754813313484,0
mcdonalds_switzerland_402,"as a big kid, you should see this beautiful place.",0,1,0.9598661,0.51809216,0.0,0.0,0.0,0.0,0.8089978694915771,1
mcdonalds_switzerland_1888,dear@ ludwig_w.,0,1,0.7313005,0.51809216,0.0,0.0,0.0,0.0,0.3261247873306274,0
mcdonalds_switzerland_409,it's great that you enjoy this game.,0,1,0.9791356,0.51809216,0.0,0.0,0.0,0.0,0.6707518100738525,1
mcdonalds_switzerland_568,"when you see a really big and delicious macdonald's, don’t forget to check out part of your restaurant.",3,1,0.9675395,0.51809216,0.0724330347511797,9.670131127031886e-309,9.670131127031886e-309,9.670131127031886e-309,0.0776103511452674,0
