image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor
sonicdrivein_1854,this is what your phone will look like when you get the update for iphone 12.,1,1,0.9738157,0.42886564,0.0587133164258422,2.090263448406506e-308,2.090263448406506e-308,2.090263448406506e-308,0.661228597164154,1
sonicdrivein_877,a lot of people have been saying they're going to be the next unicorn.,0,1,0.97904885,0.42886564,0.0,0.0,0.0,0.0,0.4984242618083954,0
sonicdrivein_339,"if you're not sure what the next step is, just hop on your phone and see how many reviews are posted.",3,1,0.97545606,0.42886564,0.1180807768034625,1.8391691476033075e-308,1.8391691476033075e-308,1.8391691476033075e-308,0.282092422246933,0
sonicdrivein_594,"""'you don’ t know what i look like when we get there? oh my god! this is the worst thing ever.",1,1,0.9482526,0.42886564,0.0476190476190476,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0968155562877655,0
sonicdrivein_789,i'm going to eat this for the rest of my life.,0,1,0.9728895,0.42886564,0.0,0.0,0.0,0.0,0.2129893153905868,0
sonicdrivein_470,i'm just going to say hi and i hope you guys like this! the song is called car oil.,1,1,0.96775985,0.42886564,0.0526315789473684,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0293516349047422,0
sonicdrivein_1778,"what is the #1 most popular instagram post of all time? well, it’ s probably a man who was born on july 27.",1,1,0.9687538,0.42886564,0.0416284073073209,2.130404460028686e-308,2.130404460028686e-308,2.130404460028686e-308,0.0616342350840568,0
sonicdrivein_135,"you’ re going to get a head start on your pizza delivery! </s>
this is the best time of year for you.",2,1,0.975784,0.42886564,0.0909090909090909,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.122490756213665,0
sonicdrivein_614,it’ s a good thing you guys are still here.,1,1,0.9781399,0.42886564,0.0670320046035639,1.491511611267286e-308,1.491511611267286e-308,1.491511611267286e-308,0.7920734882354736,1
sonicdrivein_791,it’ s like this.,0,1,0.9724815,0.42886564,0.0,0.0,0.0,0.0,0.6771416664123535,1
sonicdrivein_1666,"the "" of this year’s list is:#1.",0,1,0.8010099,0.42886564,0.0,0.0,0.0,0.0,0.4943048357963562,0
sonicdrivein_486,"i know this is a, but i just wanted to say thank you for the crazy story of today.",4,1,0.9198874,0.42886564,0.1578947368421052,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.3614513278007507,0
sonicdrivein_89,"the best of the year is here! our, a new and updated menu for everyone.",1,1,0.5841012,0.42886564,0.0666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.2452349364757537,0
sonicdrivein_2189,"i got this for you! </s>
.",0,1,0.9423579,0.42886564,0.0,0.0,0.0,0.0,0.4057650566101074,0
sonicdrivein_1996,"i'm going to make a foam potion for you! just like i said, this is the best way ever.",0,1,0.96690416,0.42886564,0.0,0.0,0.0,0.0,0.2014005333185196,0
sonicdrivein_1221,"bear is not just for hiking! he’ s also perfect for camping, bbq and a beach bonfire.",5,1,0.8793679,0.42886564,0.0237294916741825,2.243994542995293e-309,2.243994542995293e-309,2.243994542995293e-309,0.0120050711557269,0
sonicdrivein_1849,"the best way to get your music on a phone is by buying it from @ the store! so say hi, ma'am.",3,1,0.9544521,0.42886564,0.0909090909090909,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0941497758030891,0
sonicdrivein_1138,"in the future, we’ll be able to eat a meal in our microwave and not get sick.",6,1,0.97638595,0.42886564,0.1539951369749991,1.1650118823090733e-308,1.1650118823090733e-308,1.1650118823090733e-308,0.0914917960762977,0
sonicdrivein_780,"when you're at a bbq and your grill is still on the other side of that plate so when u turn it over to eat off, there s no way for her to see what she’s doing.",1,1,0.8766232,0.42886564,0.027027027027027,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.5989820957183838,1
sonicdrivein_1459,i was so excited to see you at the mic! </s> i just had a really long day of running around and getting ready for this show.,5,1,0.9717429,0.42886564,0.1851851851851851,0.0769230769230769,2.2250738585072617e-308,2.2250738585072617e-308,0.0257734525948762,0
sonicdrivein_1367,"it's not just a new song, it’ s also the best thing you ever ate on your way home from work.",3,1,0.95754135,0.42886564,0.1428571428571428,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.1354983448982238,0
sonicdrivein_316,"there’ s a new app for that! just, we can have our own food and drink from the restaurant.",1,1,0.8362342,0.42886564,0.0526315789473684,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0956890508532524,0
sonicdrivein_1623,"i just made a list of the best, so here it is:1.",0,1,0.96404237,0.42886564,0.0,0.0,0.0,0.0,0.2491662949323654,0
sonicdrivein_204,"why didn't they have a food truck for the hot toddy?
i think it’s time to get in on that.",1,1,0.95901006,0.42886564,0.05,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0834985598921775,0
sonicdrivein_1737,"i know this's not a hard to do, but it’ s still worth doing.",1,1,0.97728693,0.42886564,0.0465313612522182,1.4495000173229606e-308,1.4495000173229606e-308,1.4495000173229606e-308,0.5788119435310364,1
sonicdrivein_1471,"when you get asked how long it takes to make your ice cream melt, just say no! we only have one on the planet and i love that.",4,1,0.9751726,0.42886564,0.1428571428571428,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0531261339783668,0
sonicdrivein_414,"i got a taste of this in the morning, and it was just so good.",1,1,0.98080873,0.42886564,0.0666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.9007826447486876,1
sonicdrivein_556,"in the past year, we’ve been on a mission to get you all of your favorite #drills and more.",5,1,0.91876143,0.42886564,0.1918981454013776,0.0405118306958463,1.622552677948798e-308,1.622552677948798e-308,0.0336912125349044,0
sonicdrivein_2052,"a, but i don't think so.",0,1,0.92268336,0.42886564,0.0,0.0,0.0,0.0,0.6732179522514343,1
sonicdrivein_1729,it’s the perfect way to start your day.,2,1,0.9723972,0.42886564,0.0492279188010485,4.38143020931725e-309,4.38143020931725e-309,4.38143020931725e-309,0.3772518336772918,0
sonicdrivein_69,and the last thing i want to say is that this sounds like a really good idea.,0,1,0.976552,0.42886564,0.0,0.0,0.0,0.0,0.5700835585594177,1
sonicdrivein_1635,"when you’re like, “i don t know if i can handle this,” and your best friend says something along the lines of, ” well maybe we should try it out for a while.",2,1,0.8922338,0.42886564,0.0259432134050409,9.524718382283254e-309,9.524718382283254e-309,9.524718382283254e-309,0.0491901002824306,0
sonicdrivein_926,have a look at this.,1,1,0.96921635,0.42886564,0.040379303598931,4.49234664313549e-309,4.49234664313549e-309,4.49234664313549e-309,0.1226862594485282,0
sonicdrivein_1084,"why? '' we need to get our way!
will you be a business person or an employee of the market?? it’s your choice.",2,1,0.90431535,0.42886564,0.0869565217391304,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0739863067865371,0
sonicdrivein_952,we’ re not going to be eating all of our food.,2,1,0.9760023,0.42886564,0.0068914389819924,8.4336783994811e-310,8.4336783994811e-310,8.4336783994811e-310,0.8393687605857849,1
sonicdrivein_1765,"you know, i’ m not even 10 years old and they just took my breath away!
why do you have to take your kids out for a walk in the park? its like being drunk with their parents.",4,1,0.90766245,0.42886564,0.1052631578947368,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.1005606278777122,0
sonicdrivein_1197,"what a, what is this? you know that it’ s not the first time i saw this smell.",0,1,0.9472902,0.42886564,0.0,0.0,0.0,0.0,0.1814391911029815,0
sonicdrivein_842,when you’re at a restaurant and the waitress comes over to take your order but cant read it.,3,1,0.89579624,0.42886564,0.1491398861357283,1.991083571408152e-308,1.991083571408152e-308,1.991083571408152e-308,0.3397944867610931,0
sonicdrivein_743,"you know, we have a lot of stuff to do today.",2,1,0.9822313,0.42886564,0.0090521942487025,1.10779904317048e-309,1.10779904317048e-309,1.10779904317048e-309,0.9239787459373474,1
sonicdrivein_491,"you know, you can't just leave your car unlocked in the parking lot! it's like a unicorn.",0,1,0.9581537,0.42886564,0.0,0.0,0.0,0.0,0.5634908080101013,1
sonicdrivein_1566,your phone number is your lifeline.,0,1,0.9780595,0.42886564,0.0,0.0,0.0,0.0,0.6205176115036011,1
sonicdrivein_311,"when you’ re done with your workout, why not do it again.",1,1,0.9776944,0.42886564,0.0833333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.2033563703298568,0
sonicdrivein_196,"this is what you get when u buy a new sonic barbie with the cutest unicorn on it!
> just in case : lol.",1,1,0.8674169,0.42886564,0.0416666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.8519952297210693,1
sonicdrivein_2095,"i'm not sure if i should be there, but my boyfriend says he was n’t on the team.",1,1,0.95802087,0.42886564,0.0525533038281536,2.1048296854718573e-308,2.1048296854718573e-308,2.1048296854718573e-308,0.7072161436080933,1
sonicdrivein_1254,i got a new car.,0,1,0.98380107,0.42886564,0.0,0.0,0.0,0.0,0.5478954315185547,1
sonicdrivein_543,i’ m just about to have a snack.,1,1,0.98137593,0.42886564,0.0316049494755933,5.625867750206837e-309,5.625867750206837e-309,5.625867750206837e-309,0.7951328158378601,1
sonicdrivein_1102,"the's a, the guy who was doing this.",1,1,0.39894646,0.42886564,0.0102606248279873,1.826451846136416e-309,1.826451846136416e-309,1.826451846136416e-309,0.8483010530471802,1
sonicdrivein_655,"if you're not sure what to get your friend for their birthday, here are some ideas.",0,1,0.9681855,0.42886564,0.0,0.0,0.0,0.0,0.756255030632019,1
sonicdrivein_2185,"a, i wasn't going to make it.",1,1,0.97320515,0.42886564,0.0193336118909446,3.01131000863463e-309,3.01131000863463e-309,3.01131000863463e-309,0.5383610725402832,1
sonicdrivein_2078,"in the 2015, i was able to have a full-time event with no staff and only kids.",2,1,0.6539898,0.42886564,0.1045893841650324,1.9781123889553905e-308,1.9781123889553905e-308,1.9781123889553905e-308,0.5635526776313782,1
sonicdrivein_532,"in the winter, when you’ re out for a walk and there's no dog food to find.",6,1,0.9737559,0.42886564,0.2338165183743268,1.474067231045377e-308,1.474067231045377e-308,1.474067231045377e-308,0.1058277115225792,0
