image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor
mcdonalds_switzerland_672,"you may be wondering why your cat is not on the left side of her phone, but it's because she loves you so much.",0,1,0.9737995,0.47761014,0.0,0.0,0.0,0.0,0.5895922780036926,1
mcdonalds_switzerland_1985,"it was a really good year for me, so i decided to make you watch this video.",1,1,0.97294396,0.47761014,0.0588235294117647,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.4801474511623382,0
mcdonalds_switzerland_1612,"you can have a try of the ""t.",0,1,0.83565396,0.47761014,0.0,0.0,0.0,0.0,0.2722626328468323,0
mcdonalds_switzerland_2065,"for the rest of this day, you can check out these delicious french fries.",0,1,0.97739923,0.47761014,0.0,0.0,0.0,0.0,0.0144652370363473,0
mcdonalds_switzerland_586,"my favorite app is a lot! i've been using it for almost two years now, and still love them.",1,1,0.93797785,0.47761014,0.0526315789473684,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0878785774111747,0
mcdonalds_switzerland_1899,"this is a quiz for those who love their food, and the winners will get free tickets to all of these markets! go ahead and start playing now.",3,1,0.97151554,0.47761014,0.1071428571428571,0.037037037037037,2.2250738585072617e-308,2.2250738585072617e-308,0.0385905988514423,0
mcdonalds_switzerland_203,"for the first time in your life, you're going to hear it.",2,1,0.96255684,0.47761014,0.1666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.2596560418605804,0
mcdonalds_switzerland_841,"you're in the late phase of a meeting, you are likely to get an iphone.",0,1,0.91990113,0.47761014,0.0,0.0,0.0,0.0,0.9164815545082092,1
mcdonalds_switzerland_80,"you're in a restaurant, and you can not eat the apple.",2,1,0.95923173,0.47761014,0.1818181818181818,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.8715612292289734,1
mcdonalds_switzerland_461,!!!!!!!!!!!!!!!!!!!!!!!!!!!.,0,1,0.89457816,0.47761014,0.0,0.0,0.0,0.0,0.1104680523276329,0
mcdonalds_switzerland_616,"mom of three, who also happens to be a lawyer.",1,1,0.8124431,0.47761014,0.0406569659740599,9.04647521551e-309,9.04647521551e-309,9.04647521551e-309,0.2857828140258789,0
mcdonalds_switzerland_646,1.,0,1,0.8619599,0.47761014,0.0,0.0,0.0,0.0,0.0681374669075012,0
mcdonalds_switzerland_2052,"it's a good time for you, even if it’ s not the main character in this video.",0,1,0.95448273,0.47761014,0.0,0.0,0.0,0.0,0.0830297693610191,0
mcdonalds_switzerland_1919,you're right.,0,1,0.96877265,0.47761014,0.0,0.0,0.0,0.0,0.6333378553390503,1
mcdonalds_switzerland_1988,"the last day of the show is here! make your own ""moza pasta sauce,"" which you can prepare in advance and enjoy with family or friends.",3,1,0.9642998,0.47761014,0.0769230769230769,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.1705828160047531,0
mcdonalds_switzerland_242,"for a new year, here are some tips to help you avoid the mcdonald’s menu:
• don 't order fries with your burger.",2,1,0.91937006,0.47761014,0.0869565217391304,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0958452746272087,0
