image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,loss
sonicdrivein_2193,the for go the next3 glayday event in  in   food dog dog and and   it the #  of- and the the the the the the the the the the the the the the the the the the the the the the the the,29,1,0.2759832,0.3694944,0.04651162790697675,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.28125
sonicdrivein_964,"the the a mom delivery coach the,. ��� the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the",0,1,0.6718056,0.3694944,0.0,0.0,0.0,0.0,6.59375
sonicdrivein_1677,"i a chicken, but a frog, not a dog fun.  in the the get your own in.chs ears a.  $.99.  the the the the the the the the the the the the the the the the the the the the",5,1,0.4119964,0.3694944,0.12500000000000003,0.025641025641025644,2.2250738585072626e-308,2.2250738585072626e-308,4.375
sonicdrivein_1026,the1levvent end  # here up! we are coming full! we�� over the city andall.com to get out our we can make us people like the country! beyond free free discount experience! the! �  the the,9,1,0.042267825,0.3694944,0.1714285714285714,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.875
sonicdrivein_2218,"it, if you ready to be your? of just a your friend?  the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the",3,1,0.40680158,0.3694944,0.0576923076923077,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.125
sonicdrivein_1909,the of of the wings on than one.  the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,4,1,0.46648282,0.3694944,0.05357142857142857,0.018181818181818177,2.2250738585072626e-308,2.2250738585072626e-308,4.9375
sonicdrivein_1005,i a your this first ice is. avocado dog combo. just�  the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,44,1,0.6040986,0.3694944,0.037037037037037035,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,6.0
sonicdrivein_2087,i the to to top top burger bar bob’ root  the friends are the. sonic_odeonyastic. coming available!# the the the the the the the the the the the the the the the the the the the the the the the the the the the,4,1,0.4915933,0.3694944,0.06818181818181818,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.5
sonicdrivein_2085,"we only of ofie the much i makes make to in to
 it what it s up it! the our. instagram@/10/
 don $021.
 it the video below the video. more info.
- the the the the the the",16,1,0.05606697,0.3694944,0.1842105263157895,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,3.890625
sonicdrivein_1969,"i,:: a#  , it drinking. you happens. </baeushy#bae #bdrink#b # the the the the the the the the the the the the the the the the the the the the the the the the the the the",0,1,0.33176938,0.3694944,0.0,0.0,0.0,0.0,4.875
sonicdrivein_2052,"the it ice out and you. and, i</ the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the",0,1,0.4600655,0.3694944,0.0,0.0,0.0,0.0,5.5625
sonicdrivein_1023,"the’ you in the grill and but on a cold cokeade, and a problems quest puzzle �️  the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the",39,1,0.5509403,0.3694944,0.0576923076923077,0.0196078431372549,2.2250738585072626e-308,2.2250738585072626e-308,4.625
sonicdrivein_1440,this have. pep. i is the best drink- topping? well� �  # iche_yard  the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,34,1,0.519721,0.3694944,0.04444444444444445,0.02272727272727273,2.2250738585072626e-308,2.2250738585072626e-308,5.3125
sonicdrivein_1272,d like you  is a with . isotyou   the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,41,1,0.6988963,0.3694944,0.041666666666666664,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.375
sonicdrivein_1486,"playing your hand if you  this new!imes!� ; you can get one hands flavor for snacksushes for� off off you order your! your app cart!
 the the the the the the the the the the the the the the the the the the the the",30,1,0.09003303,0.3694944,0.24444444444444446,0.13636363636363635,0.06976744186046512,0.023809523809523808,4.28125
sonicdrivein_1249,"i, today the kids. days. no lot bite to the the the:ings party. cart. </ ese dr## the the the the the the the the the the the the the the the the the the the the the the the the the the the the",33,1,0.3406509,0.3694944,0.06666666666666667,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,5.625
sonicdrivein_1757,"i  timeever- fish for the city of��� it of these  drinks drinks fruity, drinks drinks treats! our like:,,, mango mango.  the the the the the the the the the the the the the the the the the the the the the the the",31,1,0.19413726,0.3694944,0.11627906976744189,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.96875
sonicdrivein_1154,the all to to the to the out first wave. we of art. �� is are the sonic? ��️  the the the the the the the the the the the the the the the the the the the the the the the the the the the the,6,1,0.27665398,0.3694944,0.08510638297872339,0.021739130434782608,2.2250738585072626e-308,2.2250738585072626e-308,4.9375
sonicdrivein_1211,"when the'   + your   the ways, save with you  out new featuresa app set  now select appa app app.  the the the the the the the the the the the the the the the the the the the the the the the the the the",31,1,0.4128609,0.3694944,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.53125
sonicdrivein_1731,"m on and a10% off chips, a your your with  dogs and corn’.�🌁�� it us ice creamcream beer soda milkshake. # the the the the the the the the the the the the the the the",5,1,0.46147218,0.3694944,0.11111111111111109,0.028571428571428577,2.2250738585072626e-308,2.2250738585072626e-308,4.21875
sonicdrivein_991,"# you t believe� you at� at � � wavess got aboutin  with andos with beize you with their sip. ### sonicing bubbles* a for for children under.+ and older. to choking choking hazard.
 to offer available sonic’-in. ",16,1,0.03303953,0.3694944,0.23684210526315785,0.08108108108108107,2.2250738585072626e-308,2.2250738585072626e-308,4.0625
sonicdrivein_1132,it a head store in the table. using on  ons journey. � ��️  the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,35,1,0.15137433,0.3694944,0.043478260869565216,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.375
sonicdrivein_1065,i are is here! and we winner is here to be your �💃💃� the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,4,1,0.5024635,0.3694944,0.08510638297872339,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,3.28125
sonicdrivein_1104,"the first are open up with, get���  order ice and and we us know what one you like to first most!! �� screenshot the the the the the the the the the the the the the the the the the the the the the the the the the",35,1,0.11409755,0.3694944,0.1875,0.042553191489361694,2.2250738585072626e-308,2.2250738585072626e-308,3.78125
sonicdrivein_1602,"i you, a  few days we the, a screams </ the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the",46,1,0.5407316,0.3694944,0.036363636363636355,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.75
sonicdrivein_65,this’re not about more people trying have hard job and  the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,0,1,0.36364198,0.3694944,0.0,0.0,0.0,0.0,4.59375
sonicdrivein_1056,"when only-in is got a new new more! � pic favorite food food are available a us snacks! snacks the new- iceju!, moreiesicles!  now  20  the the the the the the the the the the",16,1,0.055561837,0.3694944,0.14285714285714285,0.02941176470588235,2.2250738585072626e-308,2.2250738585072626e-308,5.53125
sonicdrivein_1943,i you want me? i''02 of forob. out for attention. i along friends! and we your work! now103..  the the the the the the the the the the the the the the the the the the the the the the the the the,3,1,0.20537825,0.3694944,0.06976744186046512,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308,4.21875
sonicdrivein_2139,the saids the for get the' juice ppers  the the the?  the/ #:. 9:mt  the the the the the the the the the the the the the the the the the the the the the the the the the the,0,1,0.52119315,0.3694944,0.0,0.0,0.0,0.0,4.90625
