image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor
sonicdrivein_80,"now this with the newest trending topic of all time is a and, you got me to like it!
@tomdannyc i think its just awesome that we’ ve been following along wth everything lately.",3,1,0.23364723,0.43015665,0.088235294117647,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.365917831659317,0
sonicdrivein_1197,"a right about this month, please remember that our's not a little crunch food.",2,1,0.16734809,0.43015665,0.057651267643242,1.7958965995989704e-308,1.7958965995989704e-308,1.7958965995989704e-308,0.1743867993354797,0
sonicdrivein_1755,"</s>, this is the best way to get into it.",1,1,0.930622,0.43015665,0.0272531793034012,6.06403368292093e-309,6.06403368292093e-309,6.06403368292093e-309,0.7261366248130798,1
sonicdrivein_1854,"looking into the future, i’ d like to get a little bit of this year.",0,1,0.9462582,0.43015665,0.0,0.0,0.0,0.0,0.917405366897583,1
sonicdrivein_1635,i'm not just feeling hungry.,1,1,0.9745573,0.43015665,2.734839213136193e-06,3.0426096202e-313,3.0426096202e-313,3.0426096202e-313,0.323912113904953,0
sonicdrivein_614,"i'm not sure if i’ m going to get this on the out, but we do it.",1,1,0.9137533,0.43015665,0.0588235294117647,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.7934392690658569,1
sonicdrivein_470,the you's the only guy who drive to school and will be off course this weekend.,2,1,0.21248117,0.43015665,0.0625,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.3102545440196991,0
sonicdrivein_1459,"the people who, you don’ t like the microwave but we get a taste of your bluejokie in this room.",3,1,0.19700813,0.43015665,0.1,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.1134942173957824,0
sonicdrivein_1737,"there’ s something else waiting for you at the doctor's appointment, toddin tanaka.",2,1,0.96670115,0.43015665,0.0897916120220883,1.2986542960532383e-308,1.2986542960532383e-308,1.2986542960532383e-308,0.500734269618988,1
sonicdrivein_543,"a, you know what they are for my friends of the sky.",2,1,0.7791203,0.43015665,0.0930058576283412,1.2416694149812216e-308,1.2416694149812216e-308,1.2416694149812216e-308,0.7167639136314392,1
sonicdrivein_1221,we’ re the one who will your for this binge-fit.# museandme # us and our friends too! 😀   ​ — melissa savourberke.,5,1,0.5510359,0.43015665,0.0484579393896504,4.74418974361379e-309,4.74418974361379e-309,4.74418974361379e-309,0.0165393408387899,0
sonicdrivein_135,i m the'to buy all of them.,0,1,0.070088424,0.43015665,0.0,0.0,0.0,0.0,0.5337490439414978,1
